Date,Open,High,Low,Close,Wilder's RSI 14,Commodity Channel Index (CCI) 20,Volume ,,Open-Change,Open-High-Highest,Open-Low-Lowest
11/9/2012 0:00,32.38,32.49,29.72,31.7,51.53007,75.10859,7293500,,2.08 ,,
11/12/2012 0:00,30.86,30.93,27.41,27.6,43.53393,-27.82,8237500,,(2.65),,
11/13/2012 0:00,28.83,29.2,26.25,27.66,43.67168,-58.81443,9899000,,4.46 ,,
11/14/2012 0:00,26.24,30.38,25.94,29.41,47.68075,-26.11316,1.12E+07,,(5.13),,-1.14
11/15/2012 0:00,29.38,31.93,28.37,30.05,49.10734,25.89631,1.09E+07,,(0.10),,
11/16/2012 0:00,29.28,31.48,27.22,27.37,43.73013,-37.44833,1.09E+07,,(2.56),,
11/19/2012 0:00,25.37,25.45,22.59,22.64,36.19672,-233.9271,1.04E+07,,(7.31),,-10.96
11/20/2012 0:00,22.05,22.78,21.66,21.75,34.97579,-237.9597,8363500,,(2.61),,
11/21/2012 0:00,21.61,22.45,20.92,22.05,35.76234,-198.761,5140300,,(0.64),,
11/23/2012 0:00,20.96,21.41,20.18,20.2,33.10311,-190.1159,3820300,,(4.94),,
11/26/2012 0:00,20.91,21.17,19.77,19.78,32.51204,-164.3089,7446100,,3.51 ,,
11/27/2012 0:00,19.61,20.73,19.22,20.56,34.83898,-135.4694,1.05E+07,,(0.86),,
11/28/2012 0:00,21.35,22.2,19.33,19.47,33.12039,-111.9263,1.27E+07,,3.84 ,,
11/29/2012 0:00,18.86,19.8,18.7,18.91,32.24045,-114.8639,9771300,,(3.13),,
11/30/2012 0:00,18.59,19.99,18.58,19.57,34.45083,-97.0089,7435600,,(1.69),,
12/3/2012 0:00,18.65,20.5,18.56,20.36,37.09594,-80.55812,8507100,,(4.70),,
12/4/2012 0:00,20.59,21.68,20.07,21.07,39.46038,-57.33438,9027700,,1.13 ,,
12/5/2012 0:00,21.04,22.06,20.14,20.41,38.02938,-53.54471,8397600,,(0.14),,
12/6/2012 0:00,20.33,21.16,20.19,20.8,39.42723,-51.67418,6599600,,(0.39),,
12/7/2012 0:00,20.1,21.1,19.28,19.38,36.22337,-61.2835,6935700,,(3.37),,
12/10/2012 0:00,19.7,20.22,19.46,19.88,38.12982,-59.59648,4065000,,1.65 ,,
12/11/2012 0:00,19.35,19.64,18.54,18.54,35.10146,-78.24138,8571700,,(2.67),,
12/12/2012 0:00,18.41,19.55,18.2,19.46,38.70113,-72.92494,8781300,,(0.70),,
12/13/2012 0:00,19.35,20.8,19.17,20.17,41.40238,-42.83354,8220300,,(0.57),,
12/14/2012 0:00,20.37,20.98,20.14,20.46,42.51662,-15.71356,6838600,,0.99 ,,
12/17/2012 0:00,20.61,20.65,19,19.05,38.66678,-66.76855,6512600,,0.73 ,,
12/18/2012 0:00,18.4,18.62,17.34,17.6,35.14265,-202.5657,9415300,,(3.41),,
12/19/2012 0:00,17.6,19.68,17.56,19.63,42.97817,-94.53168,1.11E+07,,0.00 ,,
12/20/2012 0:00,19.45,20.82,19.24,20.57,46.21828,38.38871,8468200,,(0.92),,
12/21/2012 0:00,23.95,24.11,22.59,23.28,54.28353,297.8492,1.32E+07,,16.43 ,0.67,
12/24/2012 0:00,22.63,23.18,22.41,22.55,52.02047,197.5003,3669300,,(2.79),,
12/26/2012 0:00,23.36,25.15,23.21,25.07,58.45874,245.4951,6978500,,3.59 ,,
12/27/2012 0:00,24.99,28.28,24.42,25.03,58.32495,240.5895,1.53E+07,,(0.32),,
12/28/2012 0:00,26.69,27.9,25.33,27.54,63.90689,215.1686,1.19E+07,,6.63 ,4.53,
12/31/2012 0:00,28.56,29.2,20.25,20.9,46.25631,76.50764,1.39E+07,,3.70 ,,
1/2/2013 0:00,16.72,17.84,16.02,16.07,38.0285,-142.8602,1.28E+07,,(20.00),,-4.19
1/3/2013 0:00,16.1,16.45,15.41,15.93,37.81852,-146.6091,1.34E+07,,0.19 ,,
1/4/2013 0:00,15.94,16.07,15.17,15.3,36.8329,-140.1777,1.17E+07,,0.06 ,,
1/7/2013 0:00,15.7,15.95,15.15,15.27,36.78374,-125.7062,1.06E+07,,2.61 ,,
1/8/2013 0:00,15.1,15.64,14.84,14.96,36.24539,-118.8116,1.17E+07,,(1.11),,
1/9/2013 0:00,14.46,15.26,14.4,14.98,36.31015,-110.2354,8943000,,(3.34),,
1/10/2013 0:00,14.45,14.88,14.22,14.27,34.95273,-107.4404,1.04E+07,,(3.54),,
1/11/2013 0:00,14.38,14.65,14.13,14.16,34.73606,-98.07191,8363100,,0.77 ,,
1/14/2013 0:00,14.13,14.32,13.57,13.73,33.85266,-94.9334,1.07E+07,,(0.21),,
1/15/2013 0:00,14.05,14.13,13.44,13.67,33.72378,-87.4148,9000800,,2.33 ,,
1/16/2013 0:00,13.48,13.61,12.84,13.12,32.50226,-87.77736,1.06E+07,,(1.39),,
1/17/2013 0:00,12.72,13.26,12.66,13.25,33.1189,-81.9518,9235400,,(3.05),,
1/18/2013 0:00,13.01,13.16,11.44,11.56,29.36333,-89.22379,1.70E+07,,(1.81),,
1/22/2013 0:00,11.55,12,10.77,10.87,27.96882,-94.75952,1.02E+07,,(0.09),,
1/23/2013 0:00,10.87,10.94,10.18,10.29,26.81597,-103.0402,1.27E+07,,0.00 ,,
1/24/2013 0:00,10.4,11.59,10.1,10.38,27.31662,-96.78705,2.02E+07,,1.07 ,,
1/25/2013 0:00,10.43,10.96,10.2,10.56,28.37202,-99.38708,1.59E+07,,0.48 ,,
1/28/2013 0:00,10.52,11.39,10.49,11.15,31.86436,-89.67815,1.42E+07,,(0.38),,
1/29/2013 0:00,11.46,11.62,10.3,10.45,29.99573,-94.32651,1.81E+07,,2.78 ,,
1/30/2013 0:00,11,11.8,10.69,11.79,37.54614,-67.44317,1.81E+07,,5.26 ,7.27,
1/31/2013 0:00,11.93,12.08,11.32,11.85,37.86928,-48.6432,1.24E+07,,1.19 ,,
2/1/2013 0:00,10.92,10.93,10.35,10.64,34.04383,-83.69508,1.59E+07,,(7.85),,-5.22
2/4/2013 0:00,11.29,12.12,11.04,12.1,41.69695,-33.38493,1.68E+07,,6.11 ,7.35,
2/5/2013 0:00,11.59,11.69,10.7,11.14,38.53105,-53.30923,1.44E+07,,(4.21),,
2/6/2013 0:00,11.61,11.66,11.01,11.02,38.14122,-46.38805,1.30E+07,,4.22 ,,
2/7/2013 0:00,10.75,11.81,10.68,10.92,37.79802,-47.08388,2.04E+07,,(2.45),,
2/8/2013 0:00,10.79,10.81,10.41,10.53,36.42158,-77.74177,1.37E+07,,(1.19),,
2/11/2013 0:00,10.44,10.62,10.06,10.12,34.97945,-96.89056,1.18E+07,,(0.85),,
2/12/2013 0:00,10.12,10.26,9.77,9.92,34.26668,-118.4673,1.33E+07,,0.00 ,,
2/13/2013 0:00,9.83,10.38,9.68,10.07,35.33101,-113.9817,1.57E+07,,(0.91),,
2/14/2013 0:00,10.17,10.29,9.64,9.74,34.02572,-123.1359,1.37E+07,,0.99 ,,
2/15/2013 0:00,9.51,10.03,9.47,9.6,33.46093,-138.6876,1.75E+07,,(2.36),,
2/19/2013 0:00,9.46,9.46,8.71,8.76,30.21972,-203.7406,1.93E+07,,(1.46),,
2/20/2013 0:00,8.8,10.35,8.8,10.31,41.48351,-91.53134,2.36E+07,,0.46 ,,
2/21/2013 0:00,10.24,11.39,10.24,10.63,43.51081,16.95077,3.52E+07,,(0.68),,
2/22/2013 0:00,10.14,10.55,9.9,9.91,40.14106,-52.49027,1.67E+07,,(4.61),,
2/25/2013 0:00,9.26,12.86,9,12.65,54.56273,93.17088,4.27E+07,,(6.56),,-2.81
2/26/2013 0:00,12.31,13.84,11.55,11.99,51.35326,168.1236,5.29E+07,,(2.69),,
2/27/2013 0:00,12.13,12.4,9.91,10.31,44.22259,16.04935,3.21E+07,,1.17 ,,
2/28/2013 0:00,10.3,10.95,9.93,10.93,47.13974,-5.982007,2.66E+07,,(0.10),,
3/1/2013 0:00,11.99,12.49,10.89,11.26,48.67828,90.87063,4.40E+07,,9.70 ,4.17,



,,,,,,,,,,5.26,-4.13
,,,,,,,,,,4.54,3.51

,,,,,,,,Total,352.00,,
,,,,,,,,High,140.00,0.40,
,,,,,,,,Low,200.00,0.57,
,,,,,,,,=,11.00,0.03,
