Date,Open,High,Low,Close,Wilder's RSI 14,Commodity Channel Index (CCI) 14,,,,,,
9/3/2019 10:57,,,,,,9/3/2019 12:26,185.98,186.02,185.95,186.01,49.92144,-43.87588
9/3/2019 10:58,,,,,,9/3/2019 12:28,186.01,186.02,185.96,185.97,47.76604,-45.80063
9/3/2019 10:59,,,,,,9/3/2019 12:30,185.96,186.01,185.87,185.96,47.21738,-72.27702
9/3/2019 11:00,,,,,,9/3/2019 12:32,185.95,185.95,185.76,185.81,39.82361,-169.6999
9/3/2019 11:01,,,,,,9/3/2019 12:34,185.82,185.88,185.81,185.85,42.41363,-172.7158
9/3/2019 11:02,,,,,,9/3/2019 12:36,185.84,185.87,185.8,185.84,41.92741,-153.2234
9/3/2019 11:03,,,,,,9/3/2019 12:38,185.84,185.95,185.84,185.93,47.7293,-50.49868
9/3/2019 11:04,,,,,,9/3/2019 12:40,185.93,186.01,185.93,185.97,50.11534,31.32229
9/3/2019 11:05,,,,,,9/3/2019 12:42,185.97,185.99,185.91,185.97,52.45272,12.37543
9/3/2019 11:06,,,,,,9/3/2019 12:44,185.97,186.02,185.95,185.96,51.79977,37.93347
9/3/2019 11:07,,,,,,9/3/2019 12:46,185.96,186,185.89,185.94,50.44617,-4.331793
9/3/2019 11:08,,,,,,9/3/2019 12:48,185.95,186.03,185.91,186.02,55.45901,56.30497
9/3/2019 11:09,,,,,,9/3/2019 12:50,186.02,186.15,186.02,186.09,59.33483,180.4609
9/3/2019 11:10,,,,,,9/3/2019 12:52,186.09,186.1,185.94,185.94,49.41182,58.33333
9/3/2019 11:11,,,,,,9/3/2019 12:54,185.94,185.96,185.75,185.76,40.63002,-123.4022
9/3/2019 11:12,,,,,,9/3/2019 12:56,185.76,185.78,185.67,185.77,41.25525,-161.2955
